"","user_id","os","fx_version","pilot_ver","num_extensions","r_fx_use","r_other_browser_use","r_primary_browser","r_gender","r_age","r_time_on_web","skill","other_browser","r_place","smartphone","reason_web_use","freq_website","news","bookmarks","folders","folder_max_depth","bookmark_status_first","bookmark_status_last","bookmark_status_records","bookmark_choose_first","bookmark_choose_last","bookmark_choose","history_items","history_status_first","history_status_last","history_status_records","num_windows","num_tabs","num_tabs_records","private_on_first","private_on_last","private_on_records","profile_age_oldest","profile_age_first","profile_age_last","profile_age_records"
"75",5325,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,2,1,"1",0,3,2,6,"0|2|3","0|3","<freeform-text removed>","3|5|6","2|3|5|6|8|10","1|4",88.6842105263158,6,1,336938018,836131393,38,337301133,836715806,30,1427.89473684211,336936017,836127703,38,1.11214953271028,2.16822429906542,214,501087973,826239438,2,"2010-08-24",336936654,836128085,38
"76",5457,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,6,0,"0",0,2,4,8,NA,"0|1","6","1|3|4|6","0|2|8|10","1",487.928571428571,26,2,260937577,780078834,14,269977240,699891580,24,22631.6428571429,260933383,780076886,14,1.27553191489362,33.6574468085106,940,539521294,714314174,2,"2009-11-03",260933559,780077144,14
"77",5479,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,5,1,"1",0,1,3,9,"0","0|2|3","1","0|1|2|4|6","0|1|2|8|9","0|1|3",72.0714285714286,3,1,287423691,844887214,14,403188134,646725067,3,14748.6428571429,287421097,844885146,14,1.01672240802676,7.69397993311037,598,341409094,844895143,7,"2010-06-26",287421110,844885151,14
"78",5556,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,6,0,"0",0,2,4,9,NA,"0|1","7","0|1|3|4|6","0|1|2|4|5|6|8|9|12","0|1",850.4,89,3,298675132,816534404,20,298851960,847948146,905,61823.1,298674986,816534265,20,1.06067855589387,5.15224010439321,4598,336996551,687592898,9,"2010-04-21",298675011,816534291,20
"79",5652,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",7,5,1,"1",0,1,2,9,"0","0|1|2","2","2|3|4|5|6","1|3|5|9","1",117.65,4,1,357248328,930950146,20,357829846,947717265,1430,7428.7,357248253,930950027,20,1.23346613545817,3.46533864541833,1255,394323946,712588561,3,"2009-08-24",357248256,930950032,20
"80",5675,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,6,1,"1",0,2,3,10,"3","0|1|3","1","0|1|3|4|5|6","0|2|5|6|8","0|1|3",32,3,1,313183983,810719973,8,486792426,821568500,8,19550.125,313180683,810713764,8,1.2641975308642,9.59876543209877,810,472716415,472716415,1,"2010-09-30",313180693,810713811,8
"81",5701,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,4,0,"1",0,1,1,8,"2","0|2","4","2|3|5","2|3|4|9","1",71.6571428571429,10.6571428571429,1,283794018,837993767,70,290339920,828293174,75,10000.9714285714,283790311,837989960,70,1.03564223268325,3.08809683927371,1487,505210869,512276516,2,"2009-07-02",283790599,837989990,70
"82",5779,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",7,5,1,"1",0,1,4,10,"1","0|2|3","0|6","2|5|6","1|2|3|4|7|9","1",33,3,1,255167475,847241525,36,255609568,849342361,378,70.8888888888889,255167400,847241442,36,1.3394495412844,3.13577981651376,545,263857387,598132008,6,"2009-06-24",255167404,847241446,36
"83",5877,"WINNT Windows NT 6.1","4.0b6","1.0.3",7,6,1,"1",0,1,5,8,"0|3","0","7","3|4|5|6","0|2|3|5|7|9|10","0|1",737.902777777778,31,2,246711190,834511713,72,247610179,834519985,1405,6194.72222222222,246708607,834507687,72,1.16406670252824,5.0414201183432,1859,492438171,637380068,2,"2010-07-13",246708683,834507737,72
"84",5891,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,3,1,"1",0,1,4,5,"0","0","7","6","9","2",20,2,1,247515137,768363545,12,253075236,774231675,240,1572.16666666667,247512968,768360150,12,1.07610619469027,5.48141592920354,1130,651754230,651754230,1,"2008-03-17",247512997,768360730,12
"85",6005,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,6,1,"1",0,1,5,10,"3","0","0","3|4|5|6","0|1|2|3","1",1008.61290322581,120.322580645161,3,249543444,837625328,31,249563474,843472925,1138,1043.74193548387,249542492,837625261,31,0.992857142857143,7.55,3360,360673190,360673190,1,"2010-05-07",249542829,837625273,31
"86",6023,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,5,0,"0",0,1,3,7,"<freeform-text removed>","0|2","7","2|3|4|5|6","0|1|3|4|7|8|9","1|5",32.6511627906977,4,1,258826763,859430933,43,259185527,851928841,146,4052.37209302326,258826371,859430749,43,1.02337228714524,1.9432387312187,599,322305935,851136759,2,"2010-10-12",258826381,859430755,43
"87",6093,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,5,0,NA,0,0,2,8,NA,"0|2","7","2|3","0|3|4|8",NA,29.0555555555556,2,1,401203722,856866396,18,401368675,841758359,89,3616.77777777778,401202729,856865875,18,1.00334821428571,3.21875,896,854966509,856876693,2,"2010-01-03",401203107,856866085,18
"88",6130,"WINNT Windows NT 6.0","4.0b6","1.0.3",8,6,1,"1",0,3,1,8,"3","0|1","7","4|6","0|1|2|4|6","0",172.636363636364,37,3,278297853,799388703,11,278361211,830272320,103,15082.6363636364,278296974,799386525,11,1.04976851851852,27.5439814814815,864,830438242,830464001,2,"2010-06-12",278297079,799386636,11
"89",6234,"WINNT Windows NT 6.0","4.0b6","1.0.3",12,4,0,"1",0,1,3,5,"3","0|2","7","2|3|4|5|6","0|1|3|4|9","0|1|2|3|4|5",393.16091954023,41,3,267642191,865737679,87,268311123,863847639,730,1788.44943820225,267638293,865730165,89,0.89463601532567,1.19731800766284,522,270986911,843212904,6,"2009-08-24",267638341,865730653,89
"90",6239,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",12,5,1,"1",0,3,3,8,"0","0|1|3","0","1|3|4|5|6","0|1|2|3|7|8|9","1",110.461538461538,12,2,329678371,895084442,13,503834772,860114256,35,179.384615384615,329674397,895082910,13,0.952191235059761,1.32669322709163,251,554506408,860334969,8,"2010-01-16",329674552,895082950,13
"91",6249,"WINNT Windows NT 5.1","4.0b6","1.0.3",1,5,1,"1",0,2,2,8,"3|<freeform-text removed>","0|1","4","1|4|6","0|1|2|5|6|8|10","0",18,1,1,313723852,812543205,20,313739694,826422022,59,1833.55,313722063,812541233,20,0.998502994011976,2.41017964071856,668,330474745,757019809,10,"2010-10-20",313722067,812541236,20
"92",6297,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,1,"1",0,1,1,7,"3","0|3","4","1|2|3|4|5|6","3|5|9","1|<freeform-text removed>",256.358974358974,34,3,291737603,845164174,39,291757017,845610830,77,24049.5641025641,291734400,845160346,39,0.893805309734513,1.54867256637168,226,425754782,425754782,1,"2009-11-06",291734427,845160433,39
"93",6309,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",1,6,1,"3",0,2,3,6,"1","0|1","<freeform-text removed>","1|3|4|5|6","0|3|5","0",43.5263157894737,4,1,385920797,832099547,19,387168997,852321095,36,12680.4210526316,385920725,832099246,19,1.49438202247191,2.73408239700375,267,618274527,721181309,2,"2010-08-25",385920730,832099248,19
"94",6312,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,5,1,"1",0,1,1,9,"3","0|1|3","0","1|4|5","0|6|8|9","0|1|2",21.8666666666667,3,1,321474194,839162386,15,321563966,849741292,58,20823.0666666667,321472918,839160797,15,1.11764705882353,4.92760180995475,221,489230549,644135742,6,"2009-10-16",321472950,839160847,15
"95",6366,"WINNT Windows NT 5.1","3.6.12","1.0.3",14,4,0,"0",0,1,2,8,NA,"0","7","6","1|3|9","1",81,0,0,248524043,752359811,16,248594087,755731574,325,2117.9375,248523821,752359803,16,0.944444444444444,1.52430555555556,288,328976444,328976444,1,"2009-04-24",248524010,752359806,16
"96",6382,"WINNT Windows NT 5.1","4.0b5","1.0.3",9,5,1,"1",0,4,3,8,"0","0|1",NA,"3|4|5|6","1|2|3|6|7|8|9","0|1|5",73,3,1,272654279,840235708,25,310260833,841591550,300,5588.68,272653856,840235084,25,0.909502262443439,1.3393665158371,221,824223425,824223425,1,"2010-06-11",272654236,840235456,25
"97",6455,"WINNT Windows NT 6.1","4.0b6","1.0.3",9,6,0,"1",0,1,3,8,"0","0","7","2|5|6","1|2|3|4|7|8","0|1|4|5",71.375,3,1,257264922,773275302,24,257267085,773801970,192,75137.875,257264666,773275133,24,0.973170731707317,3.60121951219512,820,266862468,730604923,14,"2009-11-03",257264851,773275189,24
"98",6507,"Linux Linux x86_64","3.6.12","1.0.1",9,6,1,"1",0,2,5,10,"2","0|1","7","0|1|4|6","0|2|5|8|9","1|2|3",49,10,1,278865972,802406154,10,286328165,829810480,95,22224.4,278865578,802405565,10,1.39878542510121,5.80161943319838,494,738763157,738763157,1,"2010-05-19",278865644,802405567,10
"99",6509,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1,4,1,"2",0,1,4,8,"0|<freeform-text removed>","0|1|3","4","0|1|2|4|5","0|1|2|4|5|7|8","0|4|5",10.125,2,1,363936454,859384151,32,588957726,853308469,3,855.59375,363934107,859381655,32,1.01015965166909,4.89404934687954,689,718951189,718951189,1,"2010-10-12",363934114,859381749,32
"100",6519,"WINNT Windows NT 6.0","4.0b6","1.0.3",18,4,0,"0",0,0,2,8,NA,"0","7","0|4|6","0|2|7|9","2",50.0454545454545,7,2,300042943,833666096,22,475562704,737161959,16,6956.86363636364,300042238,833665969,22,1.27628361858191,10.6295843520782,818,470384073,574219260,2,"2009-06-24",300042274,833666089,22
"101",6531,"WINNT Windows NT 6.1","4.0b6","1.0.3",2,3,0,"1",0,1,3,8,NA,"0","7","0|4|6","0|2|4|7","0",56.5172413793103,6,1,245242135,744177593,29,278712967,744184622,41,843.241379310345,245241594,744176961,29,0.978583196046129,5.90609555189456,607,514931130,514931130,1,"2010-10-12",245241619,744177074,29
"102",6561,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",15,6,1,"1",0,1,6,10,"0","0|1|3|<freeform-text removed>","1","0|1|3|4|5|6|<freeform-text removed>","0|1|2|5|6|7|8|9|10|12","0|1",90,8,2,266525070,692391273,11,340916190,673865979,58,2975.72727272727,266524556,692391131,11,1.44805194805195,7.74025974025974,308,586792523,586792523,1,"2010-07-21",266524768,692391138,11
"103",6619,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,6,1,"1",0,3,1,10,"3","0|1","7","0","0|2|9","0",80,9,2,404081604,844244311,6,422486514,860622081,6,7037,404081248,844244031,6,0.971830985915493,4.69014084507042,142,411844828,411844828,1,"2008-05-14",404081308,844244059,6
"104",6755,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,0,"0",0,3,1,7,NA,"0|1","7","3|4|5","0|5","2|3",39.3529411764706,10,2,478178565,836546665,17,478180919,836769630,65,3966.41176470588,478175792,836543005,17,0.936507936507937,1.36507936507937,126,558453719,558453719,1,"2010-07-23",478175799,836543028,17
"105",6796,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",14,6,1,"1",0,2,3,9,"0|2","0|1","7","0|1|2","0|9","0",109,13,2,334529336,912643697,28,347629998,940640165,20,63297.9285714286,334529254,912643596,28,1.0074812967581,16.9526184538653,401,441635513,620947635,2,"2009-03-26",334529258,912643599,28
"106",6932,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2,4,0,"1",0,0,3,8,NA,"0","<freeform-text removed>","4|5|6","0|3|5|10","1|3|4",133.85,9,2,247603260,813144330,40,247912285,812235482,170,322.85,247603051,813144134,40,0.971867007672634,2.17902813299233,391,657190793,657190793,1,"2010-01-16",247603064,813144146,40
"107",6938,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2,6,1,"1",0,3,5,7,"1","0","7","0","0|1|6|12","1",12.9444444444444,1,1,374902266,887708523,18,321698732,924030245,82,3084.94444444444,374902216,887708480,18,1.33636363636364,2.65454545454545,110,500811637,500811637,1,"2010-10-09",374902218,887708481,18
"108",6986,"WINNT Windows NT 6.1","4.0b6","1.0.3",3,4,0,"0",0,0,3,7,NA,"0","2","6","1|7|9","1|2",73.2592592592593,2.81481481481481,1,290122468,861171103,27,290389547,862071654,114,5.44444444444444,290122026,861166897,27,1.40185676392573,5.88859416445623,754,437661020,437661020,1,"2010-04-01",290122226,861167128,27
"109",6993,"WINNT Windows NT 6.1","3.6.12","1.0.1",38,6,1,"1",0,1,6,10,"0|2|3","0|1|2","7","0|1|2|4|5|6","0|1|2|3|4|6|7|8","0|1|2|3|5",1213.28571428571,59,3,373199803,912988728,14,374967194,915574128,58,26341,373199541,912988365,14,1.01340996168582,2.3132183908046,1044,422623059,832508902,6,"2010-06-26",373199635,912988406,14
"110",7007,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",9,5,1,"1",0,1,3,8,"1","0|2|3","6","1|2|3|4|5|6","0|1|2|5|6|7","1",3081.36842105263,60,3,262261086,802470253,19,262653011,815642797,458,25040.9473684211,262260588,802470013,19,1.27328556806551,5.7942681678608,977,604425686,785104697,9,"2009-01-19",262260594,802470017,19
"111",7200,"WINNT Windows NT 6.1","3.6.12","1.0.1",23,4,1,"1",0,1,5,9,"0","0","7","0|2|3|4|5|6","0|1|2|3|4|9|12","3|<freeform-text removed>",67.2105263157895,0,0,259146250,843523798,19,333844000,669676139,9,533.157894736842,259145764,843522701,19,1.11660007264802,4.89756629131856,2753,604238101,854260473,3,"2009-12-02",259146018,843522853,19
"112",7241,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",12,5,1,"1",0,1,3,9,"0|1","0|2","7","0|1|2|3|4|5|6","0|2|3|5|6|7|8|9","0|1|5",29,5,1,322904771,874661426,34,520073095,606655224,4,11526.9705882353,322904601,874661348,34,1.11428571428571,2.95064935064935,385,429278985,430587317,2,"2009-04-23",322904606,874661352,34
"113",7247,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,5,0,"0",0,1,3,10,NA,"0|2|3","4","2|3|4|5|6","0|1|2|3|4|7|9","0|1",174.576923076923,4,1,333598849,853889289,26,333646904,858105141,273,86212.8846153846,333595615,853887554,26,1.00946643717728,4.67469879518072,1162,589708245,852763693,2,"2009-12-02",333595773,853887678,26
"114",7304,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,1,"1",0,1,2,10,"3","0|2","7","0|2","0|2|6|8","0|1",32.2105263157895,1,1,406628279,959827160,19,422554937,955946065,38,2572.63157894737,406627235,959823631,19,0.942222222222222,2.06666666666667,225,665388570,665388570,1,"2010-06-30",406627330,959823664,19
"115",7326,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,1,"1",0,3,2,8,"0|3","0|1","7","1|3|6","0|1|2|8",NA,27,2,1,345882680,794129872,34,346095380,795183129,49,29769.8235294118,345878981,794128341,34,0.988782051282051,2.54647435897436,624,533583966,794040348,3,"2009-10-16",345879214,794128374,34
"116",7327,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,6,1,"1",0,3,4,9,"2","0|1","1","3|4","0|1|2|5|7|8|9","0|1",13,2,1,306198359,843740093,51,334637026,822662677,10,1.88235294117647,306196262,843737366,51,0.910769230769231,1.33538461538462,325,317523192,317523192,1,"2010-10-21",306196267,843737483,51
"117",7394,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,1,"1",0,0,3,10,"3","0|1|2|3","0|1|<freeform-text removed>","0|1|2|3|4|5|6","0|1|3|4|5|7|8|9|12","1|2|3|5",15.9583333333333,1,1,277897920,811275719,72,279233717,811343373,201,910.416666666667,277897850,811275622,72,0.908545727136432,1.93403298350825,667,626371959,704871663,3,"2010-10-30",277897853,811275625,72
"118",7460,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",16,5,0,"0",1,1,4,7,NA,"0|1","7","1|2|3|4|5|6","0|1|2|7|8|9","1",126.133333333333,5,1,263335149,790665326,45,265143288,789305857,84,1198.77777777778,263333409,790662603,45,0.994077448747153,3.4879271070615,2195,437027188,440345432,2,"2009-03-26",263333503,790662751,45
"119",7461,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,1,"1",0,1,3,7,"0|2","0|1|2","4","2|4|5|6","0|1|2|3|5|7|9","0|1|4",43.8387096774194,3,1,279973973,830291547,31,306159573,831274567,21,24937.1612903226,279972945,830291278,31,1.02631578947368,3.95614035087719,456,394461558,828696449,3,"2010-06-26",279973023,830291311,31
"120",7630,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,6,1,"1",0,3,5,8,"0","0|1","7","1|4|5|6","0|1|3|8|9","3",202.916666666667,24,2,401457936,830958814,36,456341742,820650228,79,2274.11111111111,401455228,830954960,36,0.961538461538462,2.94871794871795,468,490514893,755101485,5,"2010-04-01",401455263,830954992,36
"121",7697,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,5,0,"0",0,0,4,8,NA,"0|2|3|<freeform-text removed>","6","2|4|5","0|1|3|4|8|9","0|1",128.190476190476,10,1,249726743,744818155,21,273334306,757028897,355,2881.95238095238,249723774,744817811,21,1.09037900874636,2.97521865889213,686,320468734,747322898,8,"2009-12-02",249723890,744818012,21
"122",7797,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",13,5,1,"1",0,2,3,10,"0|3","0|1","0","0|4|5|6","1|2|3|6|8|9|10","1|5",20,3,1,280128389,806700355,20,280681135,803471806,20,11602.75,280125632,806699666,20,0.901960784313726,1.00980392156863,102,456008702,615336343,3,"2010-04-01",280125700,806699932,20
"123",7997,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,5,0,NA,0,0,2,8,NA,"0|2","7","2|3","0|3|4|8",NA,29.0555555555556,2,1,401203722,856866396,18,401368675,841758359,89,3616.77777777778,401202729,856865875,18,1.00334821428571,3.21875,896,854966509,856876693,2,"2010-01-03",401203107,856866085,18
"124",8098,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2,6,1,"1",0,2,2,10,"2|3","0|1|2|3","1","0|1|2|3|4|5|6","0|1|2|3|6|8",NA,27,1,1,262294730,657463517,15,262664386,731559371,44,4015.53333333333,262294569,657463396,15,0.9609375,1.4296875,128,731923531,732424494,2,"2010-07-22",262294580,657463399,15
"125",8177,"WINNT Windows NT 5.1","4.0b6","1.0.3",11,6,1,"1",0,1,6,7,"3","0|1|2","7","1|2|3|4|5|6","0|1|2|3|5|6|7|8|9","0|1|5",151.916666666667,14,2,323882619,791053832,12,323974696,761286030,134,16032.9166666667,323881279,791050168,12,0.968036529680365,2.36529680365297,219,635236799,643111571,2,"2010-08-06",323881416,791050183,12
"126",8229,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",10,5,1,"1",0,2,5,9,"0","0|1|3","0|1|<freeform-text removed>","0|3|5|6","0|2|3|5|7|<freeform-text removed>","0|1|3|5",121,33,4,258666779,788242548,37,412038499,845659652,3,18729.6756756757,258666688,788242451,37,1.47365079365079,6.42603174603175,1575,732758188,753563539,2,"2010-01-26",258666691,788242454,37
"127",8340,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",15,6,0,"0",0,1,2,10,NA,"0|2","7","2|4|5|6","0|1|3|4|7|9|10","0|1",237.288888888889,29,2,259008479,823219247,45,282222853,818346010,80,24744.3777777778,259003399,823216491,45,0.952270081490105,4.31082654249127,859,304957167,820759334,5,"2008-03-17",259003860,823216510,45
"128",8404,"WINNT Windows NT 6.1","3.6.12","1.0.3",68,6,0,"0",0,1,3,8,NA,"0","2","4|<freeform-text removed>","9|<freeform-text removed>","0|1|<freeform-text removed>",86.375,5,2,247119360,742493168,24,576155540,770851163,23,2155.125,247119330,742493110,24,1.04475308641975,2.63271604938272,648,340194681,771663443,5,"2010-10-12",247119336,742493119,24
"129",8429,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,4,0,"1",0,1,2,8,NA,"0|<freeform-text removed>","7","1|4|5|6","0|1|3|4|5|6|7|10","1|2|3",71,8,2,309821149,742960176,37,310014599,720227347,78,20537.2162162162,309819205,742957282,37,0.980851063829787,2.39787234042553,470,483261106,483261106,1,"2009-10-30",309819210,742957379,37
"130",8431,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,5,0,"1",0,1,3,9,"0|3","0|2","4","2|4|5|6","0|1|7","0|1|2|4",17.5111111111111,1,1,306787199,829077656,45,395556954,817992380,43,12001.3333333333,306784694,829077546,45,1.13422818791946,1.98657718120805,745,517100720,771970635,2,"2010-01-16",306784830,829077574,45
"131",8527,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,0,"1",0,1,4,8,"3","0|1|2","7","0|1|2|3|4|5|6","0|1|2|3|5|7|8|9","0|1|2|3|5",22,1,1,290539043,831452768,28,290656905,851983785,55,9257.21428571429,290537371,831451147,28,1.03903095558546,2.58950201884253,743,339573627,858530493,4,"2009-08-24",290537524,831451156,28
"132",8542,"WINNT Windows NT 5.1","4.0b6","1.0.3",10,6,1,"1",0,1,6,8,"0|3","0|1|3","1","1|2|3|4|5|6","0|1|2|3|6|7|8|9|10","1|3|5",171,11,2,293194657,829439333,16,322093019,843910047,77,20460.125,293194464,829439176,16,1.03185136031851,10.2587923025879,1507,386854793,680536290,6,"2008-10-10",293194584,829439318,16
"133",8604,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",14,6,1,"1",0,2,3,9,"0|2","0|1","7","0|1|2","0|9","0",109,13,2,334529336,912643697,28,347629998,940640165,20,63297.9285714286,334529254,912643596,28,1.0074812967581,16.9526184538653,401,441635513,620947635,2,"2009-03-26",334529258,912643599,28
"134",8708,"WINNT Windows NT 5.1","4.0b6","1.0.3",22,6,0,"0",0,2,4,8,NA,"0|1","7","1|3|4|6","0|1|2|4|9","1",318,55,2,278981108,847589833,20,305935743,851916510,369,30864.5,278978511,847585311,20,1.02267002518892,2.15491183879093,1588,362000938,831268929,5,"2010-05-06",278978677,847585514,20
"135",8725,"WINNT Windows NT 6.0","4.0b6","1.0.3",5,6,1,"1",0,5,4,8,"0|3","0|1","2","1|3|4|5|6","0|2|5|6|7|8|<freeform-text removed>","0|1|4",11,2,1,313241897,785951245,25,313877894,750214085,54,1405.32,313239800,785950494,25,0.975257731958763,2.14226804123711,485,326538314,737235706,4,"2010-09-21",313239809,785950504,25
"136",8847,"WINNT Windows NT 6.0","4.0b6","1.0.3",8,4,1,"1",1,3,2,8,"3","0|1","<freeform-text removed>","1|3|4|5|6","0|1|2|3|4|5|6|8|10","0|2",120,18,5,252774840,845905790,39,325522690,846100760,35,5554.64102564103,252774521,845904737,39,0.873239436619718,1.16901408450704,213,325525987,811580775,6,"2008-03-11",252774550,845904746,39
"137",8992,"WINNT Windows NT 5.1","4.0b7","1.0.3",16,6,0,"0",0,0,5,8,NA,"0|1","4","0|2|3|4","0|7|8|9|<freeform-text removed>","0",21,4,1,408072894,930893897,11,411876172,926981649,77,20293.0909090909,408071876,930892382,11,0.957345971563981,2.35545023696682,211,650899831,650899831,1,"2010-04-01",408072035,930892816,11
"138",9000,"WINNT Windows NT 6.1","4.0b6","1.0.3",14,6,1,"1",0,2,6,9,"3","0|1","4","0|1|4|6","0|2|5|6|7|8|9","1",62,19,2,371375296,883821559,9,702805566,702805566,1,10221.6666666667,371373164,883817781,9,0.970695970695971,5.72161172161172,273,443421959,443421959,1,"2007-03-10",371373254,883817812,9
"139",9073,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,3,1,"2",0,0,2,7,"0","0","7","2|6|<freeform-text removed>","0|1|7|<freeform-text removed>","0|3",17,4,1,367681252,843390190,32,539217270,840768921,22,12808.3939393939,367678325,843386907,33,0.932960893854749,1.63128491620112,179,538763159,542524363,2,"2010-04-01",367678331,843386913,33
"140",9080,"WINNT Windows NT 6.0","4.0b7","1.0.3",27,6,0,"0",0,0,4,10,NA,"0","7","6","0|1|3|4|9","0",187.466666666667,7.13333333333333,1,311031204,835173479,30,311065892,835585908,256,118.133333333333,311030930,835172052,30,1.02431610942249,2.62613981762918,987,316803222,316803222,1,"2010-04-01",311030969,835172082,30
"141",9270,"WINNT Windows NT 6.1","3.6.12","1.0.1",23,6,1,"1",0,0,3,10,"0|1|2|3","0|1|2|3","1","0|1|3","2|6|9|12","0|1|2|3",615.083333333333,93.25,4,292259412,814315222,12,292636246,817090931,368,32828.5833333333,292258841,814314596,12,1.02772808586762,10.3631484794275,1118,391659479,510304631,2,"2010-06-26",292259100,814314783,12
"142",9431,"WINNT Windows NT 6.0","4.0b6","1.0.3",9,6,0,"0",0,1,2,8,NA,"0|1|3","0","1|3|4|5|6","0|1|2|3|6|7|9","0|1|2",76,6,1,318342319,885100699,29,318650207,885133345,96,24447.6896551724,318335729,885098179,29,0.916398713826367,2.01929260450161,311,587787304,879219287,2,"2009-06-24",318336229,885098199,29
"143",9451,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,0,NA,0,1,1,7,NA,"0|3","1","3|5","1|3|8|9","0|1",85.3478260869565,16,1,300817142,845028203,23,304741584,849236417,53,59.304347826087,300813460,845025090,23,0.988095238095238,2.39484126984127,504,484035238,656018845,3,"2010-01-24",300813554,845025269,23
"144",9560,"WINNT Windows NT 5.1","4.0b6","1.0.3",8,5,0,"0",0,1,3,8,NA,"0|2","7","2|5|6","0|1|2|4|8|9","0|3",40,7,4,317741973,758027201,15,318488452,756105722,141,778.333333333333,317740268,758023582,15,0.994708994708995,6.43809523809524,945,404501364,666093294,7,"2010-03-16",317740581,758023842,15
"145",9580,"WINNT Windows NT 6.1","4.0b6","1.0.3",16,6,1,"1",0,5,3,8,"2|3","0","2","6|<freeform-text removed>","2|5|11|<freeform-text removed>","1",4179,804,2,255083652,733753010,12,257898401,565672146,82,1.91666666666667,255081817,733750909,12,1.17114093959732,2.63422818791946,298,420838710,420838710,1,"2010-04-01",255081884,733750953,12
"146",9630,"WINNT Windows NT 6.1","4.0b6","1.0.3",4,4,1,"1",0,1,6,9,"0","0","7","4|5|6","3|9|<freeform-text removed>","<freeform-text removed>",85.75,12,2,346889276,855264314,4,265465668,857333404,47,18921.25,346883397,855262970,4,1.34892086330935,12.4532374100719,278,355659157,761662980,2,"2007-11-28",346884513,855263816,4
"147",9638,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,6,1,"1",0,3,1,7,"0","0|1","7","0|1|3|5|6","2|3|7|8|9","0|3",835,91,4,313481528,746748267,10,313634351,746767853,23,2849.3,313479063,746745314,10,0.945652173913043,4.23913043478261,184,648105013,651396261,2,"2008-07-10",313479140,746745451,10
"148",9677,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",21,6,0,"0",0,0,1,8,NA,"0|2","7","2|4|5|6","0|2|3|5|6|8","0|2|3|4|5",283.188679245283,31,4,312158340,846052752,53,312603901,839283479,177,10970.4150943396,312156169,846047281,53,0.992474129821261,2.84289746001881,1063,414234401,550502791,2,"2005-07-24",312156175,846047551,53
"149",9690,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",14,6,1,"1",0,2,4,9,"3","0|1","7","0|1|3|6","2|7|8|9","0|2",504,44,5,294462484,828825129,47,294464395,828879366,134,18871.1489361702,294462240,828823934,47,0.890845070422535,1.45070422535211,284,295715328,828982980,11,"2006-09-28",294462253,828823946,47
