"","user_id","os","fx_version","pilot_ver","num_extensions"
"5122",5139,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5123",5140,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",24
"5124",5141,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",10
"5125",5142,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5126",5143,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5127",5144,"WINNT Windows NT 6.1","4.0b6","1.0.3",1
"5128",5145,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5129",5146,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5130",5147,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5131",5148,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",1
"5132",5149,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",1
"5133",5150,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5134",5151,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5135",5152,"Darwin Intel Mac OS X 10.6","4.0b7","1.0.3",5
"5136",5153,"WINNT Windows NT 6.0","4.0b6","1.0.3",6
"5137",5154,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5138",5155,"WINNT Windows NT 6.1","4.0b5","1.0.3",8
"5139",5156,"WINNT Windows NT 5.1","4.0b6","1.0.3",12
"5140",5157,"WINNT Windows NT 6.1","4.0b6","1.0.3",9
"5141",5158,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5142",5159,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5143",5160,"WINNT Windows NT 6.1","4.0b6","1.0.3",2
"5144",5161,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5145",5162,"WINNT Windows NT 6.0","3.6.8","1.0.3",6
"5146",5163,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5147",5164,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5148",5165,"Darwin Intel Mac OS X 10.5","4.0b6","1.0.3",3
"5149",5166,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5150",5167,"WINNT Windows NT 6.1","4.0b6","1.0.3",1
"5151",5168,"WINNT Windows NT 5.1","4.0b6","1.0.3",22
"5152",5169,"WINNT Windows NT 6.1","4.0b6","1.0.3",10
"5153",5170,"WINNT Windows NT 6.1","3.6.12","1.0.1",10
"5154",5171,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",5
"5155",5172,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5156",5173,"WINNT Windows NT 6.1","3.6.12","1.0.1",14
"5157",5174,"WINNT Windows NT 6.0","4.0b6","1.0.3",2
"5158",5175,"WINNT Windows NT 6.1","4.0b6","1.0.3",4
"5159",5176,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5160",5177,"WINNT Windows NT 6.1","4.0b4","1.0.2",4
"5161",5178,"WINNT Windows NT 6.1","4.0b6","1.0.3",6
"5162",5179,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5163",5180,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5164",5181,"WINNT Windows NT 6.1","4.0b6","1.0.3",5
"5165",5182,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5166",5183,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5167",5184,"WINNT Windows NT 6.0","4.0b2","1.0",5
"5168",5185,"WINNT Windows NT 6.1","4.0b6","1.0.3",2
"5169",5186,"WINNT Windows NT 6.0","4.0b6","1.0.3",3
"5170",5187,"WINNT Windows NT 6.0","4.0b2","1.0",3
"5171",5188,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5172",5189,"WINNT Windows NT 5.1","4.0b6","1.0.3",12
"5173",5190,"WINNT Windows NT 6.1","4.0b6","1.0.3",14
"5174",5191,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5175",5192,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5176",5193,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5177",5194,"WINNT Windows NT 5.1","4.0b6","1.0.3",9
"5178",5195,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5179",5196,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5180",5197,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5181",5198,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5182",5199,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5183",5200,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5184",5201,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5185",5202,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5186",5203,"WINNT Windows NT 5.1","4.0b6","1.0.3",21
"5187",5204,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5188",5205,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5189",5206,"WINNT Windows NT 5.1","4.0b6","1.0.3",29
"5190",5207,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5191",5208,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5
"5192",5209,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5193",5210,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5194",5211,"WINNT Windows NT 6.0","4.0b6","1.0.3",11
"5195",5212,"WINNT Windows NT 5.1","4.0b6","1.0.3",9
"5196",5213,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5197",5214,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5198",5215,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5199",5216,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1
"5200",5217,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5201",5218,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5202",5219,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5203",5220,"WINNT Windows NT 6.1","4.0b6","1.0.3",5
"5204",5221,"Darwin Intel Mac OS X 10.5","3.6.12","1.0.1",7
"5205",5222,"WINNT Windows NT 6.1","4.0b6","1.0.3",8
"5206",5223,"WINNT Windows NT 5.1","4.0b6","1.0.3",7
"5207",5224,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",39
"5208",5225,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5209",5226,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5210",5227,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",4
"5211",5228,"WINNT Windows NT 5.1","4.0b6","1.0.3",9
"5212",5229,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5213",5230,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5214",5231,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9
"5215",5232,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5216",5233,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5217",5234,"WINNT Windows NT 5.1","3.6.8","1.0.3",11
"5218",5235,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5219",5236,"WINNT Windows NT 6.1","4.0b6","1.0.3",4
"5220",5237,"WINNT Windows NT 6.1","4.0b6","1.0.3",12
"5221",5238,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5222",5239,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5223",5240,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5224",5241,"WINNT Windows NT 5.1","4.0b7","1.0.3",6
"5225",5242,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5226",5243,"WINNT Windows NT 6.0","4.0b6","1.0.3",14
"5227",5244,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",16
"5228",5245,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5229",5246,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5230",5247,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5231",5248,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",1
"5232",5249,"WINNT Windows NT 5.1","4.0b6","1.0.3",11
"5233",5250,"WINNT Windows NT 5.1","4.0b4","1.0.2",3
"5234",5251,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5235",5252,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5
"5236",5253,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",4
"5237",5254,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5238",5255,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1
"5239",5256,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5240",5257,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5241",5258,"WINNT Windows NT 5.1","4.0b6","1.0.3",20
"5242",5259,"WINNT Windows NT 6.1","4.0b6","1.0.3",5
"5243",5260,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8
"5244",5261,"Linux Linux i686","4.0b6","1.0.3",7
"5245",5262,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5246",5263,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",8
"5247",5264,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5248",5265,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5249",5266,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",3
"5250",5267,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10
"5251",5268,"WINNT Windows NT 6.0","4.0b6","1.0.3",3
"5252",5269,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5253",5270,"WINNT Windows NT 5.0","4.0b6","1.0.3",10
"5254",5271,"WINNT Windows NT 5.1","4.0b4","1.0.2",9
"5255",5272,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5256",5273,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5257",5274,"WINNT Windows NT 5.1","4.0b5","1.0.3",5
"5258",5275,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5259",5276,"WINNT Windows NT 6.1","4.0b6","1.0.3",9
"5260",5277,"WINNT Windows NT 5.1","4.0b6","1.0.3",12
"5261",5278,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5262",5279,"WINNT Windows NT 6.1","4.0b6","1.0.3",5
"5263",5280,"WINNT Windows NT 5.1","4.0b6","1.0.3",12
"5264",5281,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5265",5282,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5266",5283,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5267",5284,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",6
"5268",5285,"WINNT Windows NT 6.1","4.0b6","1.0.3",5
"5269",5286,"WINNT Windows NT 6.0","4.0b6","1.0.3",7
"5270",5287,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5271",5288,"WINNT Windows NT 5.1","4.0b6","1.0.3",13
"5272",5289,"WINNT Windows NT 6.1","4.0b6","1.0.3",2
"5273",5290,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5274",5291,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",5
"5275",5292,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5276",5293,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5277",5294,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5278",5295,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5
"5279",5296,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5280",5297,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1
"5281",5298,"WINNT Windows NT 6.1","4.0b4","1.0.2",3
"5282",5299,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5283",5300,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5284",5301,"WINNT Windows NT 5.1","4.0b7","1.0.3",5
"5285",5302,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5286",5303,"WINNT Windows NT 5.1","4.0b6","1.0.1",33
"5287",5304,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5288",5305,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5289",5306,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5290",5307,"WINNT Windows NT 6.1","4.0b6","1.0.3",4
"5291",5308,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5292",5309,"WINNT Windows NT 6.1","4.0b6","1.0.3",2
"5293",5310,"WINNT Windows NT 6.1","4.0b6","1.0.3",4
"5294",5311,"WINNT Windows NT 6.1","4.0b6","1.0.3",14
"5295",5312,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5296",5313,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5297",5314,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5298",5315,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5299",5316,"WINNT Windows NT 5.1","4.0b6","1.0.3",9
"5300",5317,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",14
"5301",5318,"WINNT Windows NT 5.1","4.0b6","1.0.3",9
"5302",5319,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5303",5320,"WINNT Windows NT 5.1","4.0b6","1.0.3",13
"5304",5321,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5305",5322,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5306",5323,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5307",5324,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5308",5325,"WINNT Windows NT 6.1","4.0b6","1.0.3",11
"5309",5326,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5310",5327,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5
"5311",5328,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5312",5329,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1
"5313",5330,"WINNT Windows NT 5.1","4.0b6","1.0.3",11
"5314",5331,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5315",5332,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5
"5316",5333,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5317",5334,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2
"5318",5335,"WINNT Windows NT 6.1","4.0b6","1.0.3",8
"5319",5336,"WINNT Windows NT 5.1","4.0b5","1.0.3",5
"5320",5337,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5321",5338,"WINNT Windows NT 6.0","4.0b6","1.0.3",3
"5322",5339,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5323",5340,"WINNT Windows NT 6.1","4.0b4","1.0.2",4
"5324",5341,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5325",5342,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5326",5343,"WINNT Windows NT 5.1","4.0b6","1.0.3",22
"5327",5344,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5328",5345,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5329",5346,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",6
"5330",5347,"WINNT Windows NT 6.0","4.0b6","1.0.3",11
"5331",5348,"WINNT Windows NT 5.1","4.0b6","1.0.3",13
"5332",5349,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2
"5333",5350,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5334",5351,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5335",5352,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5336",5353,"WINNT Windows NT 6.1","4.0b6","1.0.3",17
"5337",5354,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5338",5355,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",13
"5339",5356,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5340",5357,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5341",5358,"WINNT Windows NT 6.1","4.0b6","1.0.3",11
"5342",5359,"WINNT Windows NT 6.1; WOW64","4.0b4","1.0.2",3
"5343",5360,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5344",5361,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5345",5362,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5346",5363,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",1
"5347",5364,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5
"5348",5365,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11
"5349",5366,"WINNT Windows NT 6.0","4.0b6","1.0.3",6
"5350",5367,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5351",5368,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5352",5369,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8
"5353",5370,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5354",5371,"WINNT Windows NT 6.1; WOW64","4.0b4","1.0.2",5
"5355",5372,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5356",5373,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5357",5374,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10
"5358",5375,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",84
"5359",5376,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11
"5360",5377,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5361",5378,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5362",5379,"WINNT Windows NT 6.1","4.0b4","1.0.2",3
"5363",5380,"WINNT Windows NT 5.1","4.0b6","1.0.3",7
"5364",5381,"WINNT Windows NT 5.1","4.0b6","1.0.3",2
"5365",5382,"WINNT Windows NT 6.0","4.0b6","1.0.3",8
"5366",5383,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5367",5384,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5368",5385,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8
"5369",5386,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7
"5370",5387,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5371",5388,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2
"5372",5389,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8
"5373",5390,"WINNT Windows NT 5.1","4.0b4","1.0.2",2
"5374",5391,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9
"5375",5392,"WINNT Windows NT 6.1","4.0b6","1.0.3",1
"5376",5393,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5377",5394,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5378",5395,"WINNT Windows NT 5.1","4.0b7","1.0.3",4
"5379",5396,"WINNT Windows NT 6.1","4.0b6","1.0.3",33
"5380",5397,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5381",5398,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5382",5399,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5383",5400,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5384",5401,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5385",5402,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5386",5403,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5387",5404,"WINNT Windows NT 6.0","4.0b6","1.0.3",3
"5388",5405,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",5
"5389",5406,"WINNT Windows NT 5.1","4.0b6","1.0.3",15
"5390",5407,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5391",5408,"WINNT Windows NT 5.1","4.0b6","1.0.3",7
"5392",5409,"WINNT Windows NT 5.0","4.0b6","1.0.3",2
"5393",5410,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5394",5411,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5395",5412,"WINNT Windows NT 6.1","4.0b6","1.0.3",10
"5396",5413,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5397",5414,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5398",5415,"WINNT Windows NT 6.0","4.0b6","1.0.3",14
"5399",5416,"WINNT Windows NT 5.1","4.0b6","1.0.3",11
"5400",5417,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11
"5401",5418,"WINNT Windows NT 6.0","4.0b6","1.0.3",3
"5402",5419,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5403",5420,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",14
"5404",5421,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5405",5422,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5406",5423,"WINNT Windows NT 6.1","4.0b6","1.0.3",2
"5407",5424,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5408",5425,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5409",5426,"WINNT Windows NT 6.1; WOW64","4.0b4","1.0.2",2
"5410",5427,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5411",5428,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",22
"5412",5429,"WINNT Windows NT 6.1","4.0b5","1.0.3",3
"5413",5430,"WINNT Windows NT 6.1","4.0b2","1.0",4
"5414",5431,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",2
"5415",5432,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5416",5433,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5417",5434,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5418",5435,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5419",5436,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5420",5437,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5421",5438,"WINNT Windows NT 5.1","4.0b6","1.0.3",7
"5422",5439,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
"5423",5440,"WINNT Windows NT 5.1","3.6.12","1.0.1",28
"5424",5441,"WINNT Windows NT 6.1","4.0b6","1.0.3",4
"5425",5442,"WINNT Windows NT 6.0","4.0b6","1.0.3",4
"5426",5443,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5427",5444,"WINNT Windows NT 6.1","4.0b6","1.0.3",14
"5428",5445,"WINNT Windows NT 6.1","4.0b6","1.0.3",5
"5429",5446,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5430",5447,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5431",5448,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",13
"5432",5449,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5433",5450,"WINNT Windows NT 6.1","4.0b6","1.0.3",8
"5434",5451,"WINNT Windows NT 5.1","4.0b3","1.0.1",1
"5435",5452,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5436",5453,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5437",5454,"Darwin Intel Mac OS X 10.5","4.0b6","1.0.3",4
"5438",5455,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1
"5439",5456,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5440",5457,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9
"5441",5458,"WINNT Windows NT 6.1","4.0b4","1.0.2",1
"5442",5459,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5443",5460,"WINNT Windows NT 6.1","4.0b6","1.0.3",10
"5444",5461,"WINNT Windows NT 5.1","4.0b2","1.0",1
"5445",5462,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3
"5446",5463,"WINNT Windows NT 5.1","4.0b6","1.0.3",10
"5447",5464,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5448",5465,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5449",5466,"WINNT Windows NT 6.0","4.0b6","1.0.3",6
"5450",5467,"WINNT Windows NT 6.0","4.0b6","1.0.3",16
"5451",5468,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5452",5469,"WINNT Windows NT 6.1","4.0b6","1.0.3",11
"5453",5470,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7
"5454",5471,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5455",5472,"WINNT Windows NT 5.1","4.0b6","1.0.3",12
"5456",5473,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5457",5474,"WINNT Windows NT 5.1","4.0b6","1.0.3",5
"5458",5475,"WINNT Windows NT 5.1","4.0b6","1.0.3",1
"5459",5476,"WINNT Windows NT 5.1","4.0b6","1.0.3",11
"5460",5477,"Darwin Intel Mac OS X 10.5","4.0b6","1.0.3",6
"5461",5478,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2
"5462",5479,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5463",5480,"WINNT Windows NT 6.1","4.0b6","1.0.3",6
"5464",5481,"WINNT Windows NT 6.1","4.0b6","1.0.3",7
"5465",5482,"WINNT Windows NT 6.1","4.0b6","1.0.3",16
"5466",5483,"WINNT Windows NT 6.0","4.0b6","1.0.3",2
"5467",5484,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5468",5485,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1
"5469",5486,"Linux Linux i686","3.6.10","1.0.1",3
"5470",5488,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4
"5471",5489,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5472",5490,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5473",5491,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",7
"5474",5492,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",15
"5475",5493,"WINNT Windows NT 5.1","4.0b6","1.0.3",11
"5476",5494,"WINNT Windows NT 5.1","4.0b6","1.0.3",13
"5477",5495,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5478",5496,"WINNT Windows NT 6.1; WOW64","4.0b8pre","1.0.3",17
"5479",5497,"WINNT Windows NT 6.1","4.0b6","1.0.3",6
"5480",5498,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5481",5499,"WINNT Windows NT 5.1","4.0b6","1.0.3",4
"5482",5500,"WINNT Windows NT 6.0","4.0b6","1.0.3",4
"5483",5501,"WINNT Windows NT 5.1","4.0b6","1.0.3",7
"5484",5502,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5485",5503,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5486",5504,"WINNT Windows NT 5.1","4.0b6","1.0.3",3
"5487",5505,"WINNT Windows NT 6.1","4.0b6","1.0.3",3
"5488",5506,"WINNT Windows NT 6.0","4.0b6","1.0.3",3
"5489",5507,"WINNT Windows NT 6.0","4.0b6","1.0.3",7
"5490",5508,"WINNT Windows NT 6.1","4.0b6","1.0.3",6
"5491",5509,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2
"5492",5510,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6
"5493",5511,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",14
"5494",5512,"WINNT Windows NT 5.1","4.0b6","1.0.3",6
"5495",5513,"WINNT Windows NT 5.1","4.0b6","1.0.3",8
